ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;
"40";"1776";"1776";"Agroeca cuprea Menge, 1873";"Menge, 1873";"";"";"ES";"Liocranidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1779";"1779";"Agroeca proxima (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Liocranidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"806888";"806888";"Agyneta rurestris (C. L. Koch, 1836)";"(C. L. Koch, 1836)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233868";"233868";"Alopecosa barbipes (Sundevall, 1833)";"(Sundevall, 1833)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1896";"1896";"Alopecosa cuneata (Clerck, 1758)";"(Clerck, 1758)";"Lycose renard";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1897";"1897";"Alopecosa pulverulenta (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1066";"1066";"Amaurobius ferox (Walckenaer, 1830)";"(Walckenaer, 1830)";"Amaurobe féroce";"";"ES";"Amaurobiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1067";"1067";"Amaurobius similis (Blackwall, 1861)";"(Blackwall, 1861)";"";"";"ES";"Amaurobiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1255";"1255";"Anelosimus vittatus (C.L. Koch, 1836)";"(C.L. Koch, 1836)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1870";"1870";"Antistea elegans (Blackwall, 1841)";"(Blackwall, 1841)";"Hahnie élégante";"";"ES";"Hahniidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1715";"1715";"Anyphaena accentuata (Walckenaer, 1802)";"(Walckenaer, 1802)";"Anyphène à chevrons";"";"ES";"Anyphaenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1597";"1597";"Araneus diadematus Clerck, 1758";"Clerck, 1758";"Épeire diadème";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1559";"1559";"Araniella cucurbitina (Clerck, 1758)";"(Clerck, 1758)";"Épeires concombres";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1558";"1558";"Araniella opisthographa (Kulczynski, 1905)";"(Kulczyński, 1905)";"";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1905";"1905";"Arctosa leopardus (Sundevall, 1833)";"(Sundevall, 1833)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1904";"1904";"Arctosa perita (Latreille, 1799)";"(Latreille, 1799)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1085";"1085";"Argenna subnigra (O. Pickard-Cambridge, 1861)";"(O. Pickard-Cambridge, 1861)";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1550";"1550";"Argiope bruennichi (Scopoli, 1772)";"(Scopoli, 1772)";"Épeire frelon";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233969";"233969";"Ballus chalybeius (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1437";"1437";"Bathyphantes gracilis (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1438";"1438";"Bathyphantes parvulus (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"806845";"806845";"Brigittea civica (Lucas, 1850)";"(Lucas, 1850)";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"806872";"806872";"Brigittea latens (Fabricius, 1775)";"(Fabricius, 1775)";"Dictyne cachée";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1392";"1392";"Centromerita bicolor (Blackwall, 1833)";"(Blackwall, 1833)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1393";"1393";"Centromerita concinna (Thorell, 1875)";"(Thorell, 1875)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1377";"1377";"Centromerus sylvaticus (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233505";"233505";"Ceratinella scabrosa (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233213";"233213";"Cercidia prominens (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233909";"233909";"Cheiracanthium virescens (Sundevall, 1833)";"(Sundevall, 1833)";"";"";"ES";"Eutichuridae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233253";"233253";"Cicurina cicur (Fabricius, 1793)";"(Fabricius, 1793)";"";"";"ES";"Hahniidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233243";"233243";"Clubiona comta C.L. Koch, 1839";"C.L. Koch, 1839";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1735";"1735";"Clubiona lutescens Westring, 1851";"Westring, 1851";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1736";"1736";"Clubiona neglecta O. Pickard-Cambridge, 1862";"O. Pickard-Cambridge, 1862";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"457363";"457363";"Clubiona phragmitis C.L. Koch, 1843";"C.L. Koch, 1843";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1732";"1732";"Clubiona reclusa O. Pickard-Cambridge, 1863";"O. Pickard-Cambridge, 1863";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1748";"1748";"Clubiona subtilis L. Koch, 1867";"L. Koch, 1867";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1726";"1726";"Clubiona terrestris Westring, 1851";"Westring, 1851";"";"";"ES";"Clubionidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1846";"1846";"Coelotes terrestris (Wider, 1834)";"(Wider, 1834)";"Coelote terrestre";"";"ES";"Agelenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1580";"1580";"Cyclosa conica (Pallas, 1772)";"(Pallas, 1772)";"Épeire conique";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1636";"1636";"Diaea dorsata (Fabricius, 1777)";"(Fabricius, 1777)";"Thomise tricolore";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1103";"1103";"Dictyna arundinacea (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1100";"1100";"Dictyna uncinata Thorell, 1856";"Thorell, 1856";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1442";"1442";"Dicymbium nigrum (Blackwall, 1834)";"(Blackwall, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233527";"233527";"Diplocephalus graecus (O. Pickard-Cambridge, 1873)";"(O. Pickard-Cambridge, 1873)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233532";"233532";"Diplocephalus permixtus (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233533";"233533";"Diplocephalus picinus (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1405";"1405";"Diplostyla concolor (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1407";"1407";"Dismodicus bifrons (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233305";"233305";"Drassodes cupreus (Blackwall, 1834)";"(Blackwall, 1834)";"";"";"ES";"Gnaphosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1174";"1174";"Drassodes lapidosus (Walckenaer, 1802)";"(Walckenaer, 1802)";"Drassode lapidicole";"";"ES";"Gnaphosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233320";"233320";"Drassyllus pusillus (C.L. Koch, 1833)";"(C.L. Koch, 1833)";"";"";"ES";"Gnaphosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1151";"1151";"Dysdera crocata C.L. Koch, 1838";"C.L. Koch, 1838";"";"";"ES";"Dysderidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1325";"1325";"Enoplognatha latimana Hippa & Oksala, 1982";"Hippa & Oksala, 1982";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1328";"1328";"Enoplognatha ovata (Clerck, 1757)";"(Clerck, 1758)";"Théridion ovoïde";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1323";"1323";"Enoplognatha thoracica (Hahn, 1833)";"(Hahn, 1833)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1264";"1264";"Episinus angulatus (Blackwall, 1836)";"(Blackwall, 1836)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"719817";"719817";"Eratigena agrestis (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Agelenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"719818";"719818";"Eratigena atrica (C.L. Koch, 1843)";"(C.L. Koch, 1843)";"Tégénaire des maisons";"";"ES";"Agelenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"906463";"906463";"Eratigena saeva (Blackwall, 1844)";"(Blackwall, 1844)";"";"";"ES";"Agelenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1445";"1445";"Erigone atra Blackwall, 1833";"Blackwall, 1833";"Érigone noire";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1446";"1446";"Erigone dentipalpis (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"903";"903";"Ero aphana (Walckenaer, 1802)";"(Walckenaer, 1802)";"Araignée cannibale";"";"ES";"Mimetidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"905";"905";"Ero cambridgei Kulczynski, 1911";"Kulczyński, 1911";"";"";"ES";"Mimetidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"902";"902";"Ero furcata (Villers, 1789)";"(Villers, 1789)";"";"";"ES";"Mimetidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233978";"233978";"Euophrys frontalis (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2053";"2053";"Evarcha arcuata (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233993";"233993";"Evarcha falcata (Clerck, 1757)";"(Clerck, 1758)";"Saltique entouré";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"799";"799";"Floronia bucculenta (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1563";"1563";"Gibbaranea gibbosa (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233573";"233573";"Gnathonarium dentatum (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1506";"1506";"Gonatium rubens (Blackwall, 1833)";"(Blackwall, 1833)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1457";"1457";"Gongylidiellum vivum (O. Pickard-Cambridge, 1875)";"(O. Pickard-Cambridge, 1875)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233582";"233582";"Gongylidium rufipes (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1872";"1872";"Hahnia nava (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Hahniidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1180";"1180";"Haplodrassus signifer (C.L. Koch, 1839)";"(C.L. Koch, 1839)";"";"";"ES";"Gnaphosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233284";"233284";"Harpactea hombergi (Scopoli, 1763)";"(Scopoli, 1763)";"Harpactée pattes-rayées";"";"ES";"Dysderidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233997";"233997";"Heliophanus auratus C.L. Koch, 1835";"C.L. Koch, 1835";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2091";"2091";"Heliophanus cupreus (Walckenaer, 1802)";"(Walckenaer, 1802)";"Saltique cuivré";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2092";"2092";"Heliophanus flavipes (Hahn, 1832)";"(Hahn, 1832)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233590";"233590";"Hylyphantes graminicola (Sundevall, 1830)";"(Sundevall, 1830)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233592";"233592";"Hypomma bituberculatum (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"906454";"906454";"Hypositticus pubescens (Fabricius, 1775)";"(Fabricius, 1775)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233221";"233221";"Hypsosinga albovittata (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"791746";"791746";"Iberina montana (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Hahniidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233226";"233226";"Larinioides cornutus (Clerck, 1758)";"(Clerck, 1758)";"Épeire des roseaux";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"457331";"457331";"Larinioides sclopetarius (Clerck, 1758)";"(Clerck, 1758)";"";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1078";"1078";"Lathys humilis (Blackwall, 1855)";"(Blackwall, 1855)";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233616";"233616";"Lepthyphantes leprosus (Ohlert, 1865)";"(Ohlert, 1865)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233619";"233619";"Lepthyphantes minutus (Blackwall, 1833)";"(Blackwall, 1833)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"457296";"457296";"Linyphia hortensis Sundevall, 1829";"Sundevall, 1829";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1361";"1361";"Linyphia triangularis (Clerck, 1757)";"(Clerck, 1758)";"Linyphie triangulaire";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1585";"1585";"Mangora acalypha (Walckenaer, 1802)";"(Walckenaer, 1802)";"Mangore petite-bouteille";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2072";"2072";"Marpissa muscosa (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"803";"803";"Maso gallicus Simon, 1894";"Simon, 1894";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233639";"233639";"Maso sundevalli (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"457228";"457228";"Metellina mengei (Blackwall, 1869)";"(Blackwall, 1869)";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234065";"234065";"Metellina merianae (Scopoli, 1763)";"(Scopoli, 1763)";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
